,genre_list
"['Shooter', 'Platform', 'Puzzle', 'Strategy', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Sport']",1
"['Fighting', 'Shooter', 'Platform', 'Simulator', 'Strategy']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",1
"['Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Arcade']",1
"['Shooter', 'Platform', 'Tactical', 'Indie']",1
"['Simulator', 'Pinball', 'Indie']",1
"['Racing', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Indie']",1
"['Sport', 'Turn-based strategy (TBS)', 'Indie']",1
"['Fighting', 'Shooter', 'Strategy', 'Adventure', 'Indie', 'Arcade', 'Card & Board Game']",1
"['Simulator', 'Strategy', 'Quiz/Trivia', 'Adventure', 'Indie']",1
"['Fighting', 'Shooter', 'Music', 'Platform', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Arcade']",1
"['Platform', 'Puzzle', 'Sport', 'Indie']",1
"['Turn-based strategy (TBS)', 'Pinball', 'Adventure', 'Indie']",1
"['Fighting', 'Sport', 'Adventure', 'Arcade']",1
"['Strategy', 'Quiz/Trivia', 'Indie', 'Card & Board Game']",1
"['Puzzle', 'Simulator', 'Strategy', 'Arcade', 'Card & Board Game']",1
"['Shooter', 'Simulator', 'Sport', 'Indie', 'Arcade']",1
"['Puzzle', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Simulator', 'Sport', 'Strategy', 'Arcade']",1
"['Shooter', 'Platform', 'Simulator', 'Adventure', 'Indie']",1
"['Fighting', 'Shooter', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie', 'Arcade']",1
"['Shooter', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1
"['Platform', 'Tactical', 'Indie', 'Arcade']",1
"['Racing', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Adventure', 'Indie']",1
"['Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade', 'Card & Board Game']",1
"['Racing', 'Role-playing (RPG)', 'Simulator', 'Adventure']",1
"['Fighting', 'Shooter', 'Racing', 'Role-playing (RPG)', 'Strategy', 'Adventure']",1
"['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Arcade']",1
"['Puzzle', 'Role-playing (RPG)', 'Pinball']",1
"['Simulator', 'Strategy', 'Indie', 'Arcade', 'Visual Novel']",1
"['Puzzle', 'Simulator', 'Turn-based strategy (TBS)']",1
"['Sport', 'Pinball', 'Adventure', 'Arcade']",1
"['Fighting', 'Music', 'Platform', 'Racing', 'Sport', 'Adventure', 'Arcade']",1
"['Platform', 'Puzzle', 'Racing', 'Sport', 'Adventure', 'Arcade']",1
"['Strategy', 'Tactical', ""Hack and slash/Beat 'em up""]",1
"['Strategy', 'Pinball']",1
"['Platform', 'Quiz/Trivia', 'Arcade']",1
"['Music', 'Platform', 'Puzzle', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Quiz/Trivia', 'Adventure', 'Indie']",1
"['Fighting', 'Role-playing (RPG)', 'Simulator', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Sport', 'Strategy', 'Adventure', 'Arcade']",1
"['Platform', 'Racing', 'Sport', 'Adventure', 'Indie']",1
"['Fighting', 'Shooter', 'Puzzle', 'Racing', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Arcade']",1
"['Shooter', 'Platform', 'Puzzle', 'Racing', 'Strategy', 'Arcade']",1
"['Shooter', 'Platform', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Sport', 'Pinball']",1
"['Role-playing (RPG)', 'Sport', 'Strategy', 'Turn-based strategy (TBS)']",1
"['Music', 'Sport', 'Pinball']",1
"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Visual Novel']",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Visual Novel']",1
"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",1
"['Simulator', 'Strategy', 'Pinball', 'Arcade']",1
"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Quiz/Trivia', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Platform', 'Sport', 'Strategy', 'Adventure']",1
"['Point-and-click', 'Sport', 'Adventure']",1
"['Shooter', 'Platform', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Indie', 'Arcade']",1
"['Platform', 'Real Time Strategy (RTS)', 'Adventure']",1
"['Platform', 'Puzzle', 'Racing', 'Simulator', 'Strategy', 'Adventure']",1
"['Simulator', 'Tactical', 'Indie']",1
"['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Tactical', 'Indie']",1
"['Role-playing (RPG)', 'Strategy', 'Quiz/Trivia', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Role-playing (RPG)', 'Strategy', 'Quiz/Trivia', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Sport', 'Indie']",1
"['Racing', 'Simulator', 'Adventure', 'Arcade']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Strategy', 'Tactical', 'Indie']",1
"[""Hack and slash/Beat 'em up"", 'Visual Novel']",1
"['Point-and-click', 'Puzzle', 'Strategy', 'Adventure', 'Visual Novel']",1
"['Music', 'Platform', 'Puzzle', 'Real Time Strategy (RTS)', 'Strategy', 'Indie']",1
"['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1
"['Fighting', 'Role-playing (RPG)', 'Strategy', 'Tactical', ""Hack and slash/Beat 'em up""]",1
"['Shooter', 'Racing', 'Simulator', 'Indie']",1
"['Point-and-click', 'Platform', 'Strategy', 'Adventure']",1
"['Simulator', 'Sport', 'Pinball']",1
"['Shooter', 'Platform', 'Puzzle', 'Racing', 'Arcade']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Role-playing (RPG)']",1
"['Fighting', 'Simulator', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Arcade']",1
"['Platform', 'Puzzle', 'Strategy', 'Tactical', 'Indie', 'Arcade']",1
"['Music', 'Puzzle', 'Strategy', 'Tactical', 'Indie']",1
"['Strategy', 'Adventure', 'Card & Board Game']",1
"['Racing', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Shooter', 'Puzzle', 'Strategy', 'Adventure']",1
"['Puzzle', 'Racing', 'Strategy']",1
"['Point-and-click', 'Platform', 'Puzzle', 'Adventure', 'Indie']",1
"['Puzzle', 'Sport', 'Strategy', 'Pinball']",1
"['Simulator', 'Strategy', 'Adventure', 'Arcade']",1
"['Platform', 'Racing', 'Simulator']",1
"['Real Time Strategy (RTS)', 'Sport', 'Strategy', 'Turn-based strategy (TBS)']",1
"['Quiz/Trivia', 'Adventure', 'Indie', 'Visual Novel']",1
"['Puzzle', 'Simulator', 'Sport', 'Strategy', 'Adventure']",1
"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Puzzle', 'Strategy', 'Tactical', 'Adventure', 'Indie']",1
"['Shooter', 'Strategy', 'Tactical', 'Arcade']",1
"['Music', 'Adventure', 'Indie', 'Visual Novel']",1
"['Platform', 'Racing', 'Simulator', ""Hack and slash/Beat 'em up""]",1
"['Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Tactical', 'Adventure', 'Arcade']",1
"['Platform', 'Sport', 'Strategy']",1
"['Shooter', 'Strategy', 'Adventure', 'MOBA']",1
"['Shooter', 'Strategy', 'Quiz/Trivia', 'Indie']",1
"['Shooter', 'Racing', 'Simulator', ""Hack and slash/Beat 'em up""]",1
"['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure', 'Arcade']",1
"['Sport', 'Adventure', 'Arcade']",1
"['Fighting', 'Tactical', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Platform', 'Puzzle', 'Simulator', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Racing', 'Turn-based strategy (TBS)']",1
"['Puzzle', 'Simulator', 'Indie', 'Arcade']",1
"['Shooter', 'Racing', 'Pinball']",1
"['Strategy', ""Hack and slash/Beat 'em up"", 'Quiz/Trivia', 'Adventure']",1
"['Fighting', 'Real Time Strategy (RTS)']",1
"['Fighting', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Indie']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Tactical', 'Visual Novel']",1
"['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Arcade']",1
"['Music', 'Role-playing (RPG)', 'Simulator', 'Indie']",1
"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Arcade']",1
"['Fighting', 'Music', 'Platform', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Shooter', 'Simulator', 'Tactical', 'Adventure', 'Arcade']",1
"['Shooter', 'Platform', 'Puzzle', 'Pinball']",1
"['Role-playing (RPG)', 'Strategy', 'Adventure', 'Arcade']",1
"['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Arcade']",1
"['Puzzle', 'Simulator', 'Adventure', 'Arcade']",1
"['Shooter', 'Puzzle', 'Strategy', 'Adventure', 'Arcade']",1
"['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Visual Novel']",1
"['Fighting', 'Racing', 'Simulator', 'Sport', 'Adventure']",1
"['Platform', 'Puzzle', 'Pinball', 'Adventure']",1
"['Tactical', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Shooter', 'Pinball', 'Adventure']",1
"['Fighting', 'Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Fighting', 'Shooter', 'Racing', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Arcade']",1
"['Role-playing (RPG)', 'Strategy', 'Quiz/Trivia', 'Adventure']",1
"['Puzzle', 'Sport', 'Strategy', 'Tactical']",1
"['Fighting', 'Role-playing (RPG)', 'Sport']",1
"['Puzzle', 'Role-playing (RPG)', 'Tactical', 'Adventure']",1
"['Puzzle', 'Sport', 'Strategy', 'Arcade']",1
"['Shooter', 'Racing', 'Strategy', 'Tactical']",1
"['Shooter', 'Sport', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Platform', 'Racing', 'Simulator', 'Sport', 'Arcade']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Card & Board Game']",1
"['Fighting', 'Shooter', 'Adventure', 'Indie']",1
"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Indie']",1
"['Music', 'Platform', 'Puzzle', 'Strategy', 'Indie']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",1
"['Sport', 'Turn-based strategy (TBS)', 'Tactical', 'Indie', 'Card & Board Game']",1
"['Role-playing (RPG)', 'Simulator', 'Turn-based strategy (TBS)', 'Visual Novel']",1
"['Quiz/Trivia', 'Arcade', 'Card & Board Game']",1
"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Card & Board Game']",1
"['Point-and-click', 'Racing', 'Simulator']",1
"['Fighting', 'Simulator', ""Hack and slash/Beat 'em up""]",1
"['Shooter', 'Platform', 'Racing', 'Sport', 'Indie', 'Arcade']",1
"['Real Time Strategy (RTS)', 'Strategy', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Simulator', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Music', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",1
"['Puzzle', 'Tactical', 'Indie']",1
"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Visual Novel']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Arcade']",1
"['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade']",1
"['Fighting', 'Shooter', 'Racing', 'Sport']",1
"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Visual Novel']",1
"['Shooter', 'Music', 'Racing', 'Adventure', 'Indie']",1
"['Shooter', 'Simulator', 'Sport', 'Pinball', 'Arcade']",1
"['Platform', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)']",1
"[""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Arcade']",1
"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Strategy']",1
"['Point-and-click', 'Shooter', 'Puzzle', 'Adventure', 'Indie']",1
"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Quiz/Trivia', 'Adventure']",1
"['Puzzle', 'Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Fighting', 'Shooter', 'Platform', 'Racing', ""Hack and slash/Beat 'em up""]",1
"['Simulator', 'Sport', 'Strategy', 'Indie', 'Arcade']",1
"['Fighting', 'Simulator', 'Adventure', 'Arcade']",1
"['Fighting', 'Racing', 'Simulator', 'Sport', 'Strategy']",1
"['Platform', 'Puzzle', 'Racing', 'Sport', 'Strategy', 'Adventure']",1
"['Fighting', 'Strategy', 'Turn-based strategy (TBS)', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Platform', 'Role-playing (RPG)', 'Strategy']",1
"['Platform', 'Puzzle', 'Quiz/Trivia', 'Adventure', 'Indie']",1
"['Platform', 'Puzzle', 'Racing', 'Simulator', 'Sport', 'Indie', 'Arcade']",1
"['Music', ""Hack and slash/Beat 'em up""]",1
"['Shooter', 'Music', 'Puzzle', 'Racing', 'Sport', 'Strategy', 'Indie', 'Arcade']",1
"['Fighting', 'Music', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Turn-based strategy (TBS)', 'Arcade']",1
"['Shooter', 'Racing', 'Sport', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Point-and-click', 'Platform', 'Puzzle', 'Quiz/Trivia', 'Adventure']",1
"['Shooter', 'Simulator', 'Sport', 'Strategy', 'Tactical', 'Indie']",1
"['Music', 'Platform', 'Puzzle', 'Strategy']",1
"['Platform', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",1
"['Platform', 'Strategy', 'Tactical', 'Indie']",1
"['Strategy', 'Pinball', 'Arcade']",1
"['Point-and-click', 'Simulator', 'Strategy']",1
"['Simulator', 'Quiz/Trivia', 'Indie']",1
"['Fighting', 'Racing', 'Role-playing (RPG)']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Indie']",1
"['Shooter', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",1
"['Puzzle', 'Quiz/Trivia', 'Adventure', 'Card & Board Game']",1
"['Shooter', 'Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",1
"['Fighting', 'Role-playing (RPG)', 'Sport', 'Strategy', 'Arcade']",1
"['Fighting', 'Shooter', 'Puzzle', 'Tactical', 'Indie']",1
"['Shooter', 'Music', 'Adventure', 'Visual Novel']",1
"['Shooter', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",1
"['Fighting', 'Shooter', 'Racing', 'Real Time Strategy (RTS)', 'Sport', 'Strategy']",1
"['Shooter', 'Music', 'Puzzle']",1
"['Platform', 'Strategy', 'Turn-based strategy (TBS)']",1
"['Fighting', 'Platform', 'Puzzle', 'Racing', 'Adventure', 'Arcade']",1
"['Fighting', 'Role-playing (RPG)', 'Strategy', ""Hack and slash/Beat 'em up""]",1
"['Fighting', 'Role-playing (RPG)', 'Tactical']",1
"['Fighting', 'Shooter', 'Platform', 'Puzzle', 'Adventure', 'Arcade']",1
"['Shooter', 'Puzzle', 'Strategy', 'Indie']",1
"['Platform', 'Puzzle', 'Sport', 'Strategy']",1
"['Platform', 'Puzzle', 'Real Time Strategy (RTS)', 'Strategy', 'Indie']",1
"['Puzzle', 'Simulator', 'Pinball', 'Adventure']",1
"['Point-and-click', 'Shooter', 'Puzzle', 'Adventure', 'Arcade']",1
"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",1
"['Puzzle', 'Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",1
"['Shooter', 'Puzzle', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Fighting', 'Music', 'Indie']",1
"['Platform', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Fighting', 'Racing', 'Simulator']",1
"['Role-playing (RPG)', 'Tactical', 'Indie', 'Arcade']",1
"['Music', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie', 'Visual Novel', 'Card & Board Game']",1
"['Music', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Arcade']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Arcade']",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Arcade']",1
"['Puzzle', 'Simulator', 'Sport', 'Indie']",1
"['Shooter', 'Racing', 'Simulator', 'Adventure', 'Indie']",1
"['Shooter', 'Strategy', 'Adventure', 'Indie', 'MOBA']",1
"['Puzzle', 'Simulator', 'Turn-based strategy (TBS)', 'Adventure']",1
"['Point-and-click', 'Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Music', 'Role-playing (RPG)', 'Simulator', 'Visual Novel']",1
"['Real Time Strategy (RTS)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",1
"['Point-and-click', 'Puzzle', 'Strategy', 'Quiz/Trivia']",1
"['Point-and-click', 'Puzzle', 'Tactical', 'Adventure', 'Indie']",1
"['Real Time Strategy (RTS)', 'Sport', 'Strategy']",1
"['Shooter', 'Strategy', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Point-and-click', 'Role-playing (RPG)', 'Simulator']",1
"['Platform', 'Puzzle', 'Strategy', 'Arcade']",1
"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Quiz/Trivia', 'Card & Board Game']",1
"['Fighting', 'Platform', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1
"['Shooter', 'Music', 'Platform', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Strategy', 'Adventure']",1
"['Role-playing (RPG)', 'Strategy', 'Tactical', 'Indie', 'Card & Board Game']",1
"['Racing', 'Strategy', 'Turn-based strategy (TBS)', 'Card & Board Game']",1
"['Racing', 'Sport', 'Pinball', 'Arcade']",1
"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Adventure']",1
"['Fighting', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Tactical', 'Indie']",1
"['Shooter', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",1
"['Shooter', 'Puzzle', 'Strategy', 'Tactical', 'Indie']",1
"['Role-playing (RPG)', 'Turn-based strategy (TBS)', ""Hack and slash/Beat 'em up"", 'Indie', 'Card & Board Game']",1
"['Fighting', 'Shooter', 'Platform', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Real Time Strategy (RTS)', 'Strategy', 'Pinball', 'Arcade']",1
"['Fighting', 'Platform', 'Puzzle', 'Indie', 'Arcade']",1
"['Fighting', 'Real Time Strategy (RTS)', 'Strategy', 'Adventure']",1
"['Shooter', 'Music', 'Platform', 'Adventure', 'Indie', 'Arcade']",1
"['Point-and-click', 'Real Time Strategy (RTS)', 'Simulator', 'Tactical']",1
"['Platform', 'Role-playing (RPG)', 'Simulator', 'Indie']",1
"['Real Time Strategy (RTS)', 'Indie']",1
"['Shooter', 'Tactical', 'Arcade']",1
"['Shooter', 'Platform', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Platform', 'Puzzle', 'Simulator', 'Indie']",1
"['Fighting', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",1
"['Platform', 'Racing', 'Sport', 'Arcade']",1
"['Sport', 'Pinball', 'Indie', 'Arcade']",1
"['Fighting', 'Shooter', 'Simulator', 'Strategy', 'Indie']",1
"['Platform', 'Puzzle', 'Racing', 'Simulator', 'Adventure', 'Indie', 'Arcade']",1
"['Fighting', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']",1
"['Fighting', 'Shooter', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Indie']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Sport', 'Strategy', 'Indie']",1
"['Racing', 'Role-playing (RPG)', 'Sport', 'Indie']",1
"['Shooter', 'Sport', 'Strategy', 'Adventure']",1
"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Adventure']",1
"['Point-and-click', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",1
"['Point-and-click', 'Simulator', 'Strategy', 'Indie']",1
"['Strategy', 'Adventure', 'Indie', 'Arcade']",1
"['Shooter', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",1
"['Shooter', 'Racing', 'Adventure', 'Indie']",1
"['Racing', 'Simulator', 'Sport', 'Strategy', 'Turn-based strategy (TBS)']",1
"['Shooter', 'Platform', 'Simulator', 'Indie']",1
"['Point-and-click', 'Fighting', 'Shooter', 'Music', 'Platform', 'Puzzle', 'Racing', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', ""Hack and slash/Beat 'em up"", 'Quiz/Trivia', 'Pinball', 'Adventure', 'Indie', 'Arcade']",1
"['Racing', 'Quiz/Trivia', 'Indie']",1
"['Platform', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1
"['Puzzle', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",1
"['Puzzle', 'Racing', 'Simulator', 'Strategy']",1
"['Simulator', 'Sport', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",1
"['Fighting', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",1
"['Music', 'Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",1
"['Shooter', 'Platform', 'Puzzle', 'Racing', 'Adventure']",1
"['Point-and-click', 'Shooter', 'Simulator']",1
"['Sport', 'Strategy', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Puzzle', 'Racing', 'Adventure', 'Arcade']",1
"['Point-and-click', 'Platform', 'Racing', 'Adventure']",1
"['Music', 'Racing', 'Indie']",1
"['Music', 'Platform', 'Racing', 'Indie', 'Arcade']",1
"['Simulator', 'Strategy', 'Pinball']",1
"['Puzzle', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Card & Board Game']",1
"['Fighting', 'Puzzle', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Fighting', 'Music', 'Adventure']",1
"['Shooter', 'Platform', 'Puzzle', 'Strategy', 'Adventure']",1
"['Shooter', 'Platform', 'Racing', 'Strategy', 'Adventure']",1
"['Shooter', 'Platform', 'Sport']",1
"['Shooter', 'Strategy', 'Tactical', 'Adventure', 'Indie']",1
"['Puzzle', 'Racing', 'Role-playing (RPG)', 'Turn-based strategy (TBS)']",1
"['Platform', 'Simulator', 'Sport', 'Strategy']",1
"['Role-playing (RPG)', 'Tactical', 'Card & Board Game']",1
"['Shooter', 'Tactical', 'Adventure', 'Indie']",1
"['Platform', 'Racing', 'Pinball', 'Arcade']",1
"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Simulator']",1
"['Fighting', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Tactical', 'Adventure', 'Indie']",1
"['Shooter', 'Puzzle', 'Racing', 'Role-playing (RPG)', 'Sport', 'Quiz/Trivia', 'Pinball', 'Arcade', 'Card & Board Game']",1
"['Fighting', 'Simulator', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Strategy']",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Fighting', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Arcade']",1
"['Shooter', 'Puzzle', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Pinball']",1
"['Shooter', 'Strategy', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Fighting', 'Sport', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",1
"['Point-and-click', 'Racing', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",1
"['Puzzle', 'Pinball', 'Arcade']",1
"['Shooter', 'Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",1
"['Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy']",1
"['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Visual Novel']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Shooter', 'Simulator', 'Tactical', 'Adventure', 'Indie']",1
"['Fighting', 'Puzzle', 'Strategy', 'Adventure']",1
"['Point-and-click', 'Simulator', 'Visual Novel']",1
"['Simulator', 'Strategy', ""Hack and slash/Beat 'em up""]",1
"['Fighting', 'Role-playing (RPG)', 'Simulator', 'Adventure']",1
"['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",1
"['Puzzle', 'Racing', 'Pinball']",1
"['Real Time Strategy (RTS)', 'Strategy', 'Quiz/Trivia', 'Indie']",1
"['Real Time Strategy (RTS)', 'Sport', 'Strategy', 'Indie']",1
"['Role-playing (RPG)', 'Simulator', 'Indie', 'Arcade']",1
"['Fighting', 'Shooter', 'Platform', 'Role-playing (RPG)']",1
"['Platform', 'Simulator', 'Sport', ""Hack and slash/Beat 'em up""]",1
"['Role-playing (RPG)', 'Sport', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Fighting', 'Racing', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Tactical', 'Adventure', 'Indie']",1
"['Fighting', 'Platform', 'Real Time Strategy (RTS)', 'Strategy']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",1
"['Shooter', 'Platform', 'Racing', 'Adventure', 'Arcade']",1
"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Adventure', 'Arcade']",1
"['Fighting', 'Platform', 'Sport', 'Strategy']",1
